Lat,Long,Curr Heading, Target Heading, Error in Angle,Filtered Error in Angle
39.7470946667,-83.8134075,39.7470946667,-83.8134075,0.0,-1.88974227652,-1.88974227652,-0.37794846
39.7470946667,-83.8134076667,-1.57079632679,-1.88989684842,-0.319100521629,-0.44176856
39.7470946667,-83.8134078333,-1.57079632679,-1.8900515651,-0.319255238303,-0.50561965
39.7470946667,-83.8134078333,0.0,-1.8900515651,-1.8900515651,-0.88363
39.7470945,-83.813408,-2.35619449019,-1.88973789982,0.466456590376,-0.79033864
39.7470943333,-83.813408,3.14159265359,-1.88926922788,1.25232342571,-0.16192546
39.7470943333,-83.8134081667,-1.57079632679,-1.88942384325,-0.318627516456,-0.16183087
39.7470943333,-83.8134081667,0.0,-1.88942384325,-1.88942384325,-0.47586456
39.7470943333,-83.8134083333,-1.57079632679,-1.8895786037,-0.31878227691,-0.16161071
39.7470943333,-83.8134085,-1.57079632679,-1.88973350943,-0.318937182639,-0.31868947
39.7470941667,-83.8134086667,-2.35619451151,-1.88941895894,0.466775552571,-0.47579908
39.7470941667,-83.8134086667,0.0,-1.88941895894,-1.88941895894,-0.78995734
39.7470941667,-83.8134088333,-1.57079632679,-1.88957395925,-0.318777632452,-0.47582808
39.7470941667,-83.813409,-1.57079632679,-1.8897291053,-0.318932778504,-0.4758582
39.7470941667,-83.8134091667,-1.57079632679,-1.88988439726,-0.31908807047,-0.47588834
39.747094,-83.8134093333,-2.35619449019,-1.88956930027,0.466625189926,-0.47591844
39.747094,-83.8134095,-1.57079632679,-1.88972468736,-0.318928360566,-0.16182032
39.747094,-83.8134095,0.0,-1.88972468736,-1.88972468736,-0.47600976
39.747094,-83.8134098333,-1.57079632679,-1.8900359009,-0.319239574105,-0.47607106
39.747094,-83.81341,-1.57079632679,-1.89019172774,-0.319395400948,-0.47613254
39.747094,-83.81341,0.0,-1.89019172774,-1.89019172774,-0.94749594
39.7470938333,-83.8134105,-1.89254688119,-1.8901880241,0.00235885708863,-0.8832385
39.7470936667,-83.8134111667,-1.81577498992,-1.89034077068,-0.0745657807533,-0.5202067
39.7470931667,-83.8134126667,-1.89254688119,-1.89033029203,0.00221658915791,-0.45591545
39.7470923333,-83.8134146667,-1.96558744649,-1.88983772447,0.0757497220284,-0.37688643
39.7470915,-83.8134173333,-1.87368119365,-1.88997536645,-0.0162941728021,-0.0021069557
39.7470906667,-83.8134191667,-1.99742382313,-1.8893127398,0.108111083331,0.019043487
39.7470898333,-83.8134216667,-1.89254687949,-1.88928637759,0.0032605019008,0.034608744
39.7470886667,-83.8134236667,-2.09887077522,-1.8877857942,0.211084981018,0.07638242
39.7470873333,-83.8134253333,-2.24553727162,-1.88544308527,0.360094186353,0.13325131
39.7470861667,-83.8134268333,-2.23183949105,-1.883409405,0.348430086059,0.20619616
39.7470846667,-83.8134278333,-2.55359005223,-1.87986398317,0.673726069061,0.3193192
39.7470831667,-83.8134291667,-2.41495031291,-1.87660595941,0.538344353503,0.42633596
39.7470816667,-83.8134303333,-2.48054948703,-1.87315312477,0.607396362268,0.50559825
39.74708,-83.8134308333,-2.85013586029,-1.86852443043,0.98161142986,0.6299017
39.7470786667,-83.8134316667,-2.58299333058,-1.86520530164,0.717788028942,0.70377326
39.7470771667,-83.8134325,-2.63449415121,-1.86134432165,0.773149829562,0.723658
39.7470758333,-83.813434,-2.29743866748,-1.85858602434,0.438852643137,0.70375973
39.7470745,-83.8134351667,-2.42276265661,-1.85548849707,0.567274159543,0.6957353
39.7470733333,-83.8134365,-2.28962632642,-1.85303901685,0.436587309562,0.5867304
39.7470723333,-83.8134383333,-2.07014304522,-1.85155048914,0.218592556074,0.48689133
39.747071,-83.81344,-2.24553727162,-1.8488214742,0.396715797419,0.4116045
39.7470701667,-83.8134415,-2.07789483119,-1.84751637787,0.230378453318,0.36990967
39.7470691667,-83.813443,-2.15879892597,-1.84565628689,0.313142639076,0.31908336
39.747068,-83.8134448333,-2.13752554708,-1.84353496446,0.293990582621,0.290564
39.7470666667,-83.8134463333,-2.29743866748,-1.84053115249,0.456907514988,0.338227
39.7470655,-83.813448,-2.18152229405,-1.83819350561,0.343328788433,0.3275496
39.7470645,-83.8134495,-2.15879892597,-1.83622992149,0.322569004477,0.34598774
39.7470631667,-83.813451,-2.29743867012,-1.83312371738,0.464314952746,0.3762222
39.7470616667,-83.8134525,-2.35619449019,-1.82941462398,0.526779866213,0.42278004
39.7470605,-83.8134536667,-2.35619449019,-1.82649668595,0.529697804245,0.43733805
39.7470591667,-83.8134546667,-2.49809154053,-1.82283181401,0.675259726525,0.5037243
39.747058,-83.8134561667,-2.23183949565,-1.82014453609,0.41169495956,0.52154946
39.7470565,-83.8134573333,-2.48054948703,-1.8159772962,0.664572190832,0.5616009
39.747055,-83.813459,-2.30361142858,-1.81219484455,0.491416584032,0.55452824
39.7470538333,-83.8134603333,-2.28962632415,-1.8092471707,0.480379153457,0.54466456
39.7470525,-83.8134616667,-2.35619449019,-1.80567551294,0.550518977253,0.5197164
39.7470513333,-83.8134631667,-2.2318394986,-1.80279640261,0.429043095985,0.523186
39.7470498333,-83.8134648333,-2.30361142858,-1.79882189648,0.504789532097,0.49122944
39.7470485,-83.8134666667,-2.19959261206,-1.7955316739,0.404060938156,0.4737583
39.7470471667,-83.813468,-2.35619449019,-1.79177911236,0.564415377829,0.4905656
39.7470461667,-83.8134698333,-2.07014305146,-1.78961524265,0.280527808808,0.4365673
39.7470455,-83.813471,-2.08994243579,-1.78810897906,0.301833456737,0.41112542
39.7470443333,-83.8134725,-2.23183949565,-1.78499744614,0.446842049501,0.39953595
39.7470431667,-83.8134745,-2.09887077787,-1.78224784221,0.316622935661,0.38204834
39.7470418333,-83.8134761667,-2.24553726902,-1.77855197902,0.466985289997,0.3625623
39.7470406667,-83.8134775,-2.28962632415,-1.77517408803,0.514452236121,0.4093472
39.7470396667,-83.813479,-2.15879893034,-1.77252663775,0.386272292596,0.42623496
39.7470383333,-83.8134806667,-2.24553726902,-1.76868288074,0.476854388277,0.43223745
39.7470368333,-83.813483,-2.14213380601,-1.76464117314,0.377492632872,0.44441137
39.747036,-83.8134848333,-1.99742381992,-1.76277117241,0.23465264751,0.39794484
39.7470353333,-83.813487,-1.86929525838,-1.76179210149,0.107503156893,0.31655502
39.7470341667,-83.813488,-2.43296637745,-1.7578912262,0.675075151247,0.3743156
39.747033,-83.8134905,-2.00742348661,-1.75507947646,0.252344010144,0.32941353
39.747032,-83.8134925,-2.03444393864,-1.75251202181,0.281931916831,0.31030136
39.7470313333,-83.813494,-1.98902065286,-1.75089977971,0.238120873148,0.31099504
39.74703,-83.8134956667,-2.24553726902,-1.7466188602,0.498918408815,0.38927805
39.747029,-83.8134978333,-2.00320410507,-1.74403498856,0.259169116505,0.30609685
39.7470281667,-83.8135,-1.93797015842,-1.74210741764,0.195862740776,0.29480058
39.7470275,-83.813502,-1.89254688119,-1.7407337604,0.151813120792,0.26877683
39.7470266667,-83.8135038333,-1.99742382313,-1.73849197354,0.25893184959,0.27293906
39.7470258333,-83.8135058333,-1.96558744397,-1.73633304289,0.229254401084,0.21900626
39.747025,-83.813508,-1.93797016061,-1.73425457512,0.20371558549,0.20791554
39.7470241667,-83.81351,-1.96558744649,-1.73201259305,0.233574853443,0.21545796
39.7470236667,-83.813512,-1.81577499159,-1.73122688053,0.0845481110621,0.20200495
39.747023,-83.813514,-1.89254688119,-1.72966956866,0.162877312536,0.18279405
39.747022,-83.8135156667,-2.11121582707,-1.72631330043,0.384902526634,0.2139237
39.7470213333,-83.8135178333,-1.86929525654,-1.72479954145,0.144495715085,0.2020797
39.7470201667,-83.8135198333,-2.09887077787,-1.7207942553,0.378076522569,0.23098004
39.7470195,-83.813522,-1.86929525654,-1.71918943294,0.150105823601,0.24409159
39.7470185,-83.8135241667,-2.00320410237,-1.71595456166,0.287249540703,0.26896602
39.7470176667,-83.8135261667,-1.96558744952,-1.71333848312,0.252248966399,0.2424353
39.747017,-83.8135283333,-1.86929525654,-1.71159855083,0.157696705707,0.24507551
39.7470161667,-83.8135305,-1.93797016061,-1.70899484235,0.228975318263,0.21525526
39.7470155,-83.8135326667,-1.86929525838,-1.70716620655,0.162129051835,0.2176599
39.7470148333,-83.813535,-1.84909598701,-1.70541008358,0.143685903424,0.18894719
39.7470136667,-83.8135378333,-1.96140337049,-1.70137976313,0.260023607363,0.1905021
39.747013,-83.8135413333,-1.75901783135,-1.70029350797,0.0587243233824,0.17070763
39.747012,-83.8135451667,-1.82597871825,-1.69760941693,0.128369301312,0.15058644
39.7470106667,-83.813549,-1.90553316411,-1.69298187966,0.21255128445,0.16067089
39.7470098333,-83.8135531667,-1.76819188599,-1.69117612892,0.0770157570736,0.14733686
39.7470088333,-83.8135565,-1.86225312206,-1.68775906299,0.17449405906,0.13023093
39.7470075,-83.8135603333,-1.90553316411,-1.68258334369,0.222949820421,0.16307606
39.7470071667,-83.8135643333,-1.65393755839,-1.68327836347,-0.0293408050809,0.13153403
39.7470061667,-83.8135681667,-1.82597871825,-1.67978958012,0.146189138122,0.1182616
39.7470048333,-83.8135718333,-1.91956733038,-1.67391418427,0.245653146105,0.15198907
39.747004,-83.8135761667,-1.76078461569,-1.67141690662,0.0893677090666,0.13496381
39.7470028333,-83.8135795,-1.90747114485,-1.66590617757,0.241564967287,0.13868684
39.747002,-83.8135836667,-1.76819188599,-1.66292731917,0.105264566817,0.1656079
39.7470008333,-83.8135875,-1.86623716564,-1.65721886097,0.209018304668,0.17817374
39.7469996667,-83.813591,-1.89254687997,-1.65099191154,0.241554968434,0.1773541
39.746999,-83.8135945,-1.7590178321,-1.64813801858,0.110879813524,0.18165651
39.7469981667,-83.813598,-1.80453950867,-1.64386164117,0.160677867498,0.1654791
39.7469971667,-83.8136026667,-1.78188965939,-1.63866337349,0.143226285904,0.17307144
39.7469965,-83.8136065,-1.74298714069,-1.63535460681,0.10763253388,0.15279429
39.7469956667,-83.8136105,-1.77619171769,-1.63051092194,0.145680795743,0.13361946
39.7469943333,-83.8136145,-1.89254688013,-1.6209585308,0.271588349322,0.16576116
39.746994,-83.8136181667,-1.66145621365,-1.61961155644,0.0418446572077,0.14199452
39.7469936667,-83.8136218333,-1.661456214,-1.61817195504,0.043284258951,0.12200612
39.7469925,-83.813626,-1.84380503058,-1.60875277194,0.235052258634,0.14749007
39.7469916667,-83.8136298333,-1.78485700959,-1.60180459101,0.183052418576,0.1549644
39.746991,-83.8136333333,-1.7590178321,-1.59595704188,0.163060790217,0.13325888
39.7469901667,-83.8136375,-1.76819188599,-1.58797299993,0.180218886059,0.1609337
39.7469896667,-83.8136408333,-1.71968627586,-1.58293533593,0.136750939937,0.17962706
39.7469888333,-83.8136445,-1.79427292794,-1.57356749941,0.220705428527,0.1767577
39.7469881667,-83.8136483333,-1.74298714069,-1.5654044255,0.177582715195,0.17566375
39.7469871667,-83.8136523333,-1.81577499076,-1.55202943379,0.263745556972,0.1958007
39.7469865,-83.8136561667,-1.74298714132,-1.54185220634,0.201134934976,0.19998392
39.7469865,-83.8136601667,-1.57079632679,-1.54016388828,0.0306324385173,0.17876022
39.7469858333,-83.813664,-1.74298714069,-1.52806089877,0.214926241924,0.17760438
39.746985,-83.813668,-1.77619171528,-1.5115576456,0.26463406968,0.19501464
39.7469848333,-83.813672,